time,pwm,ax,ay,az,gx,gy,gz,vibration,label
2999138,150,0.0921,0.0274,-0.0879,-8.18,0.02,9.53,0.1608,1
2999148,150,-0.1045,0.1830,-0.1877,-3.76,3.88,7.76,0.1793,1
2999158,150,-0.0913,0.0089,-0.0149,-2.36,5.37,7.44,0.1750,1
2999168,150,-0.0806,0.0119,-0.0517,-1.00,1.61,-0.11,0.1772,1
2999178,150,0.0025,0.0007,0.0288,-6.40,4.07,5.41,0.1733,1
2999188,150,0.0541,0.0121,-0.0818,-7.10,-0.38,2.76,0.1585,1
2999198,150,-0.0687,0.0607,0.0546,0.99,0.32,3.56,0.1572,1
2999208,150,-0.0372,-0.0157,-0.0288,-8.01,-0.33,5.05,0.1531,1
2999218,150,-0.0288,-0.0431,0.0180,-0.01,-0.01,-0.01,0.1342,1
2999228,150,-0.1210,0.1114,-0.0464,1.28,3.92,6.50,0.1308,1
2999238,150,-0.1672,0.1113,0.0037,0.57,7.37,11.55,0.1395,1
2999248,150,-0.0369,-0.0031,0.1191,-1.72,3.54,6.39,0.1142,1
2999258,150,0.0476,-0.1719,0.0081,-0.01,-0.01,-0.01,0.1240,1
2999268,150,-0.0300,0.1596,-0.1883,1.79,1.16,4.79,0.1436,1
2999278,150,0.1981,-0.1721,0.0291,-5.40,-3.63,-11.58,0.1659,1
2999288,150,0.1611,-0.0922,0.1048,0.19,-0.34,-14.88,0.1763,1
2999298,150,-0.0898,-0.1083,-0.1547,-5.60,5.07,6.08,0.1853,1
2999308,150,-0.0070,-0.1000,0.1717,1.43,4.82,-14.98,0.1950,1
2999318,150,-0.2588,-0.0448,0.0014,0.82,5.18,5.79,0.2112,1
2999328,150,0.2315,0.1261,0.0850,-4.21,-3.47,-5.95,0.2222,1
2999338,150,-0.0453,0.0738,-0.1357,-1.70,7.39,5.92,0.2189,1
2999348,150,-0.2238,0.0619,-0.0105,8.31,6.04,6.12,0.2276,1
2999358,150,0.1077,0.0588,-0.0889,-8.12,-0.29,8.79,0.2256,1
2999368,150,-0.1407,-0.0901,-0.0446,-5.95,8.52,2.78,0.2184,1
2999378,150,-0.0784,0.0003,0.0025,-1.91,5.84,7.68,0.2033,1
2999388,150,-0.0395,-0.0334,-0.0375,-0.98,0.62,0.55,0.1929,1
2999398,150,0.0456,-0.1876,-0.0076,-1.97,-1.97,-1.97,0.1912,1
2999408,150,-0.0577,-0.0835,0.0558,1.82,2.00,4.34,0.1843,1
2999418,150,0.0252,0.0522,-0.1044,-5.27,0.73,1.69,0.1688,1
2999428,150,-0.0411,0.0068,-0.0746,-7.53,-0.81,6.50,0.1467,1
2999438,150,-0.0398,0.0648,-0.0390,-3.54,0.98,3.88,0.1403,1
2999447,150,-0.0398,0.0648,-0.0390,-3.54,0.98,3.88,0.1225,1
2999458,150,-0.1439,0.1339,-0.0232,0.20,5.75,9.56,0.1289,1
2999468,150,0.0198,-0.0595,0.0906,-2.08,1.82,6.40,0.1218,1
2999478,150,-0.0841,-0.0070,-0.0527,-4.10,1.79,-0.31,0.1234,1
2999487,150,-0.0841,-0.0070,-0.0527,-4.10,1.79,-0.31,0.1257,1
2999498,150,0.0609,0.1487,-0.0809,-4.69,-3.47,-8.58,0.1237,1
3000353,150,0.0744,0.1466,-0.1562,-3.63,-1.97,-1.96,0.1382,1
3000356,150,0.0471,-0.0227,0.0838,-7.10,-3.41,0.28,0.1366,1
3000365,150,-0.0614,0.0408,-0.0549,-4.44,3.39,-1.82,0.1370,1
3000375,150,-0.0012,-0.2198,0.1795,0.73,1.92,7.56,0.1615,1
3000385,150,0.2615,0.0431,0.0341,-3.08,-4.75,-8.11,0.1803,1
3000395,150,-0.2736,-0.0864,-0.0382,0.70,6.60,4.28,0.1922,1
3001404,150,-0.2736,-0.0864,-0.0382,0.70,6.60,4.28,0.2100,1
3001407,150,-0.0581,0.0273,-0.0182,-5.82,0.64,7.39,0.2087,1
3001416,150,0.0383,0.0041,0.0439,-3.52,3.66,2.32,0.2072,1
3001426,150,-0.0688,0.0511,-0.0290,0.41,6.77,8.83,0.2013,1
3001436,150,0.0453,-0.2209,0.1427,2.24,5.22,9.48,0.2061,1
3001445,150,0.0453,-0.2209,0.1427,2.24,5.22,9.48,0.2205,1
3001456,150,0.0035,-0.0948,0.0058,-7.08,-5.79,-0.40,0.2206,1
3001466,150,-0.0328,0.2627,-0.2594,0.11,-2.05,1.69,0.2332,1
3001476,150,-0.2082,0.0786,0.0131,-4.04,5.40,12.74,0.2285,1
3001486,150,-0.0035,-0.1300,0.2093,4.95,6.65,-9.37,0.2234,1
3001496,150,0.2487,0.1758,0.1135,-3.53,-0.93,5.07,0.2282,1
3001506,150,0.1978,0.1706,0.1068,-2.66,1.55,-5.77,0.2441,1
3001516,150,0.2000,-0.1368,0.0028,-9.41,-1.60,12.56,0.2552,1
3001526,150,0.1868,0.1460,-0.0987,-4.63,-6.82,9.11,0.2663,1
3001536,150,-0.0596,-0.2324,0.1710,5.34,5.43,-14.23,0.2692,1
3001546,150,0.1693,0.0279,0.1259,-0.98,4.26,6.09,0.2643,1
3001556,150,0.1762,0.1086,0.0786,-3.40,-0.66,2.66,0.2718,1
3001566,150,-0.0315,-0.0165,-0.1910,-9.10,4.49,0.20,0.2528,1
3001576,150,-0.1154,0.0576,-0.0153,-1.34,4.67,9.31,0.2462,1
3001586,150,0.0559,-0.0142,-0.0606,-0.01,-0.01,-0.01,0.2351,1
3001596,150,0.0387,-0.1522,0.0059,-0.93,5.79,0.19,0.2172,1
3001606,150,-0.0741,-0.0329,0.0506,3.62,1.51,4.74,0.2003,1
3001616,150,0.0594,-0.0635,-0.0636,-7.15,1.60,5.00,0.1882,1
3001626,150,-0.0642,-0.0190,0.0119,-2.42,3.68,4.29,0.1711,1
3001636,150,0.0541,0.0216,0.0216,-3.79,2.08,3.34,0.1448,1
3001646,150,-0.0184,-0.0166,-0.0264,-0.09,6.05,7.51,0.1288,1
3001655,150,-0.0184,-0.0166,-0.0264,-0.09,6.05,7.51,0.1087,1
3001666,150,-0.0133,-0.1127,-0.0397,-1.69,-3.76,-1.06,0.0974,1
3001676,150,-0.0402,0.0624,-0.1112,-7.11,-4.82,1.23,0.0979,1
3001686,150,-0.0424,0.0743,-0.1675,-5.68,-2.87,-3.00,0.1115,1
3001696,150,0.0798,-0.2610,0.1592,0.60,-1.21,-4.69,0.1412,1
3001706,150,-0.0607,-0.0832,-0.2076,-9.44,-3.93,-3.93,0.1562,1
3001716,150,0.0173,0.0194,-0.1371,-7.98,-2.56,13.05,0.1587,1
3001726,150,-0.1929,-0.1418,0.0592,3.00,6.60,4.08,0.1755,1
3001736,150,-0.1130,-0.0890,0.0870,1.27,6.08,-6.85,0.1823,1
3001746,150,0.2230,0.1517,-0.0284,-4.56,-5.58,6.83,0.2012,1
3001756,150,0.0945,0.0768,-0.2801,-10.19,4.89,9.37,0.2229,1
3001766,150,0.1317,0.0437,0.1307,0.02,4.24,0.15,0.2277,1
3001776,150,-0.1402,0.0717,0.0733,2.85,3.91,6.47,0.2304,1
3001786,150,-0.1228,-0.0158,-0.0018,-5.21,7.73,5.94,0.2260,1
3001796,150,-0.0230,-0.2606,0.1325,-1.19,3.84,5.40,0.2229,1
3001806,150,-0.1140,0.1154,0.0443,-1.50,3.83,6.52,0.2171,1
3001816,150,-0.0394,-0.0136,0.0119,5.15,-3.93,-3.93,0.2131,1
3001826,150,0.0141,-0.0853,-0.0119,-2.22,0.69,0.87,0.2002,1
3001836,150,-0.0782,0.0460,-0.0003,-0.92,0.16,3.63,0.1951,1
3001846,150,-0.0762,0.0460,-0.0550,-3.23,0.60,6.74,0.1784,1
3001856,150,0.0508,0.0268,0.0291,-3.04,3.05,3.28,0.1513,1
3001866,150,0.0274,-0.0628,0.0244,-0.63,5.60,6.22,0.1407,1
3001876,150,-0.1094,0.1617,-0.1084,-0.50,1.94,4.72,0.1475,1
3001886,150,-0.0986,0.0802,0.0455,-0.43,5.53,4.13,0.1485,1
3001896,150,-0.0878,0.0692,-0.0607,-3.63,4.53,-0.02,0.1227,1
3001906,150,0.0028,0.0550,-0.1555,-6.32,-4.56,-3.75,0.1223,1
3001916,150,-0.2291,0.0805,0.0570,-1.67,6.72,15.89,0.1449,1
3001926,150,-0.0825,-0.0185,0.1935,6.27,5.51,-14.27,0.1571,1
3001936,150,-0.0919,-0.0276,-0.2114,-8.55,-0.38,9.36,0.1710,1
3001946,150,-0.0624,-0.1738,0.1370,3.31,6.76,-4.60,0.1829,1
3001956,150,0.1273,0.0601,0.1723,-0.69,4.74,1.48,0.1949,1
3001966,150,-0.1663,0.0241,-0.2536,-2.82,2.66,3.47,0.2161,1
3001976,150,-0.0086,-0.2281,0.2099,2.65,4.05,-16.35,0.2266,1
3001986,150,-0.1378,-0.1369,0.1010,9.33,8.73,-3.11,0.2330,1
3001996,150,0.0922,0.0222,-0.1110,-9.40,-0.69,11.69,0.2341,1
3002006,150,-0.0087,0.1988,-0.1453,-6.92,0.96,6.21,0.2412,1
3002016,150,-0.1323,0.0419,-0.1750,-6.40,5.23,7.06,0.2386,1
3002026,150,0.0393,-0.0428,-0.0450,-6.89,3.28,-1.50,0.2303,1
3002036,150,0.0411,0.0589,-0.0738,-3.50,3.11,-0.01,0.2207,1
3002046,150,0.0037,-0.0987,0.0267,-1.67,2.51,2.16,0.2108,1
3002056,150,-0.0904,0.0361,0.0443,0.22,-0.50,2.88,0.2016,1
3002066,150,-0.0277,-0.0548,-0.0125,-3.37,4.09,3.64,0.1783,1
3002076,150,-0.0262,0.0213,-0.0101,-2.00,1.71,4.02,0.1493,1
3002086,150,-0.0110,-0.1719,0.0081,-0.01,-0.01,-0.01,0.1431,1
3002096,150,-0.1271,0.0926,0.0161,0.48,7.98,11.88,0.1443,1
3002106,150,0.0151,-0.0718,-0.0732,-1.24,-4.63,-2.21,0.1259,1
3002116,150,-0.0257,0.1205,-0.1822,-1.43,-1.23,-1.23,0.1253,1
3002126,150,-0.1036,0.1487,-0.2469,0.73,2.55,7.89,0.1566,1
3002136,150,-0.2160,0.0880,0.0433,-2.93,3.49,12.17,0.1706,1
3002146,150,0.0765,0.0817,0.1843,3.63,4.23,-20.49,0.1808,1
3002156,150,0.1577,0.1259,0.0848,-4.46,1.91,11.24,0.1906,1
3002166,150,-0.1757,0.0892,-0.1171,0.47,4.33,8.57,0.2030,1
3002176,150,-0.1298,-0.0615,0.0562,1.03,6.11,-6.98,0.2085,1
3002186,150,0.2095,-0.0448,0.2352,2.76,-0.28,-13.67,0.2250,1
3002196,150,-0.0966,0.1045,-0.2731,-12.43,2.15,13.59,0.2400,1
3002206,150,-0.2139,0.0515,-0.0675,5.27,6.50,6.29,0.2486,1
3002216,150,0.0115,-0.0462,-0.1924,-9.38,-0.76,6.09,0.2468,1
3002226,150,-0.1166,0.0054,0.0484,-2.50,8.92,5.49,0.2305,1
3002236,150,-0.1343,0.1028,-0.1694,-4.30,4.21,6.57,0.2307,1
3002246,150,-0.0969,0.0361,0.0423,-0.25,4.18,5.67,0.2232,1
3002255,150,-0.0969,0.0361,0.0423,-0.25,4.18,5.67,0.2151,1
3002266,150,-0.0669,-0.0553,0.0686,2.75,1.49,4.95,0.2056,1
3002543,150,-0.0675,0.0418,0.0452,-0.42,-0.60,5.85,0.2018,1
3002545,150,-0.0467,0.0169,0.1135,-0.09,5.35,5.24,0.1792,1
3002555,150,-0.0512,0.0028,0.0883,-3.18,11.71,-1.97,0.1539,1
3002565,150,-0.1602,-0.0927,0.1730,-1.97,-1.97,-1.97,0.1575,1
3002575,150,-0.2188,0.0800,0.0408,-3.44,2.50,14.86,0.1627,1
3002585,150,0.2725,0.0808,0.0025,-5.83,-4.20,-1.72,0.1815,1
3002595,150,0.2019,-0.1719,0.0081,-0.01,-0.01,-0.01,0.1851,1
3002605,150,-0.1281,0.0854,-0.1133,-0.34,6.06,9.32,0.1915,1
3002615,150,-0.1555,-0.0535,0.0512,1.16,7.10,-1.59,0.1959,1
3002625,150,-0.0246,0.1378,-0.2481,-4.79,-4.41,11.04,0.2128,1
3002635,150,0.2267,0.0444,0.1637,-7.47,0.92,-10.54,0.2290,1
3002645,150,0.0511,0.0395,0.1428,1.56,5.29,-5.13,0.2310,1
3002654,150,0.0511,0.0395,0.1428,1.56,5.29,-5.13,0.2341,1
3002665,150,-0.0204,-0.0584,0.1309,-0.59,5.70,0.98,0.2247,1
3002675,150,0.0284,-0.2574,0.0913,-4.06,2.86,3.17,0.2289,1
3002685,150,-0.0592,-0.0113,-0.0390,-0.64,1.35,2.98,0.2118,1
3002695,150,-0.0100,-0.0580,-0.0061,0.15,2.75,-2.48,0.1954,1
3002705,150,-0.0539,-0.0764,0.0248,0.27,1.83,3.36,0.1883,1
3002715,150,0.0247,-0.0286,-0.0979,-6.36,0.76,4.97,0.1833,1
3002725,150,0.0064,0.0585,-0.0624,-2.11,3.45,2.10,0.1619,1
3002735,150,-0.1018,0.0758,-0.0784,-5.27,0.94,7.72,0.1429,1
3002745,150,-0.0218,-0.0302,-0.0322,-2.65,3.44,0.46,0.1349,1
3002755,150,-0.0228,-0.0071,-0.0452,-0.53,5.36,7.37,0.1265,1
3002765,150,-0.1310,0.1416,-0.0256,0.34,7.67,9.75,0.1330,1
3002775,150,-0.0359,0.1110,-0.1976,-2.57,-1.98,-0.18,0.1242,1
3002785,150,-0.2055,0.0812,-0.0589,1.26,7.92,8.94,0.1419,1
3002795,150,0.1086,-0.2452,0.1851,1.29,-2.00,-7.16,0.1744,1
3002805,150,-0.2178,-0.0878,-0.1903,-7.64,3.63,-1.05,0.1965,1
3002815,150,-0.2291,-0.0279,-0.1135,1.89,5.88,10.95,0.2100,1
3002825,150,-0.1643,0.1010,-0.1689,-2.30,2.51,2.87,0.2235,1
3002835,150,0.1072,-0.1886,-0.0942,-9.99,-1.99,10.76,0.2309,1
3002845,150,0.2250,0.1304,-0.0247,-3.00,-6.27,7.30,0.2447,1
3002855,150,-0.1462,0.1112,-0.2830,-1.97,-1.97,-1.97,0.2665,1
3002865,150,0.0150,-0.1753,0.2138,1.36,5.17,-18.31,0.2737,1
3002875,150,-0.0348,-0.1242,0.1971,0.99,5.32,-2.42,0.2742,1
3002885,150,-0.0204,-0.1019,0.1685,1.22,4.64,-2.18,0.2718,1
3002895,150,-0.0682,-0.2091,0.1363,-0.73,5.66,8.56,0.2645,1
3002905,150,-0.0421,0.1147,0.0178,-6.09,3.86,2.10,0.2497,1
3003914,150,-0.0421,0.1147,0.0178,-6.09,3.86,2.10,0.2393,1
3003917,150,0.1289,0.0611,-0.0306,-5.86,-4.08,11.21,0.2298,1
3003926,150,-0.1899,-0.1410,0.0767,7.80,-1.97,-1.97,0.2311,1
3003936,150,0.1929,0.0309,0.1234,-2.28,3.07,4.95,0.2278,1
3003946,150,0.1750,0.1493,-0.0792,-4.93,-6.50,9.47,0.2155,1
3003956,150,0.0601,-0.1449,0.2075,0.19,4.32,-17.71,0.2134,1
3003965,150,0.0601,-0.1449,0.2075,0.19,4.32,-17.71,0.2163,1
3003976,150,0.0291,-0.0281,-0.1546,-9.25,-0.78,8.34,0.2131,1
3003985,150,0.0291,-0.0281,-0.1546,-9.25,-0.78,8.34,0.2031,1
3003996,150,-0.1294,-0.0078,-0.1439,-5.27,6.10,5.71,0.2085,1
3004006,150,-0.1059,0.1031,0.0446,-0.97,4.85,6.57,0.2106,1
3004016,150,0.0056,-0.1330,0.0191,2.06,11.71,-1.97,0.2098,1
3004026,150,-0.0836,0.1183,-0.1048,-5.27,2.78,3.66,0.2026,1
3004036,150,0.0103,0.0131,-0.0111,-1.24,1.83,-1.29,0.1890,1
3004046,150,-0.0275,-0.0504,-0.0265,-3.68,4.38,4.08,0.1738,1
3004056,150,-0.0123,-0.0124,0.0161,-2.12,1.28,2.79,0.1533,1
3004573,150,-0.0123,-0.0124,0.0161,-2.12,1.28,2.79,0.1296,1
3004575,150,-0.1244,0.0070,-0.2240,-6.96,-0.69,7.76,0.1443,1
3004585,150,-0.0524,-0.1494,0.1605,3.76,4.47,-7.14,0.1528,1
3004594,150,-0.0524,-0.1494,0.1605,3.76,4.47,-7.14,0.1571,1
3004605,150,0.2512,0.1391,0.0101,-2.89,-6.11,3.46,0.1748,1
3004615,150,0.2666,0.0887,0.1456,-8.18,-0.90,-7.04,0.1968,1
3004624,150,0.2666,0.0887,0.1456,-8.18,-0.90,-7.04,0.2135,1
3004635,150,0.1595,0.0659,0.1294,-2.60,1.69,4.01,0.2240,1
3004645,150,0.0867,0.1969,-0.0411,-6.40,-2.54,-2.08,0.2336,1
3004655,150,-0.0289,-0.2727,0.1500,0.86,4.44,4.30,0.2536,1
3004665,150,0.0919,0.0060,-0.0487,-2.51,-0.80,-4.34,0.2556,1
3004675,150,0.0096,-0.1452,0.0278,-1.97,-1.97,-1.97,0.2469,1
3004685,150,0.0230,-0.1192,-0.1174,-15.70,-15.70,-15.70,0.2423,1
3004695,150,0.0222,-0.0975,-0.0361,-5.82,1.25,4.83,0.2340,1
3005704,150,0.0222,-0.0975,-0.0361,-5.82,1.25,4.83,0.2183,1
3005707,150,-0.0439,0.0712,-0.1282,-31.40,-31.40,-31.40,0.1999,1
3006716,150,-0.0439,0.0712,-0.1282,-31.40,-31.40,-31.40,0.1797,1
3006719,150,0.0551,-0.0987,0.0145,-5.73,0.73,-1.85,0.1701,1
3006728,150,-0.0730,-0.0691,0.0083,0.27,3.84,6.36,0.1586,1
3006738,150,-0.1150,0.0275,0.0227,1.92,3.26,7.39,0.1298,1
3006748,150,-0.0656,0.0213,0.0526,-0.31,1.11,-2.92,0.1285,1
3006758,150,-0.0644,0.0403,-0.0483,-0.96,0.30,-2.25,0.1230,1
3006768,150,0.0171,0.1053,-0.0904,2.15,1.47,1.16,0.1193,1
3006778,150,0.0718,-0.0876,0.0207,-4.89,-0.88,2.01,0.1201,1
3006788,150,-0.1086,0.0992,-0.1612,-1.46,1.57,1.66,0.1344,1
3006798,150,-0.0838,-0.0111,0.0150,1.55,6.53,4.05,0.1283,1
3006808,150,-0.0543,-0.0760,0.1326,-0.27,7.86,6.41,0.1294,1
3006818,150,0.0038,-0.1673,0.0349,-8.27,-0.89,3.58,0.1355,1
3006828,150,0.0032,0.0854,-0.1629,1.96,2.21,1.14,0.1440,1
3006838,150,-0.0718,0.0722,-0.0133,-0.87,5.18,5.78,0.1426,1
3006847,150,-0.0718,0.0722,-0.0133,-0.87,5.18,5.78,0.1437,1
3006858,150,-0.0870,0.0567,-0.1000,0.16,3.20,3.54,0.1480,1
3006868,150,0.0183,-0.0920,0.0752,-1.58,4.60,1.17,0.1463,1
3006878,150,0.0392,-0.1447,0.0391,-4.18,0.57,4.50,0.1499,1
3006888,150,-0.0018,0.0466,0.0051,-5.09,2.98,2.11,0.1339,1
3006898,150,0.0197,-0.0378,0.0081,-0.01,-0.01,-0.01,0.1318,1
3006908,150,-0.0865,0.0985,-0.0481,1.61,5.80,3.61,0.1292,1
3006918,150,-0.0679,0.0388,0.0415,-1.48,1.53,3.84,0.1207,1
3006928,150,-0.0572,-0.0782,0.0081,-0.01,-0.01,-0.01,0.1101,1
3006938,150,-0.0100,0.0533,-0.0166,-2.33,1.92,3.40,0.1067,1
3006948,150,-0.0258,0.1014,-0.0345,-0.60,2.60,1.30,0.1075,1
3006958,150,0.0347,-0.1420,-0.0036,-2.24,3.25,3.69,0.1077,1
3006968,150,-0.0767,0.0408,-0.1089,-0.47,-1.65,1.32,0.1100,1
3006978,150,-0.0916,0.0978,-0.1475,-2.80,-0.67,-0.82,0.1169,1
3006987,150,-0.0814,-0.7052,-0.5252,-66.71,-66.71,-66.45,0.3024,1
3006998,150,-0.0430,0.0359,0.0603,-3.38,3.75,7.25,0.3032,1
3007008,150,-0.0787,0.0508,0.0678,0.76,7.26,1.99,0.3022,1
3007017,150,-0.0787,0.0508,0.0678,0.76,7.26,1.99,0.3031,1
3007028,150,-0.0885,0.1056,-0.0773,-0.08,6.02,3.91,0.3056,1
3007038,150,-0.0377,0.0995,-0.1263,-1.55,1.52,-1.89,0.3095,1
3007048,150,0.0398,-0.0266,-0.0654,-7.35,-3.15,-0.23,0.3086,1
3007058,150,-0.0514,0.1660,-0.1993,-2.75,4.44,2.10,0.3164,1
3007068,150,0.0642,-0.1414,0.1650,-3.08,4.99,2.33,0.3214,1
3007078,150,-0.0628,0.0585,-0.1222,0.05,1.94,1.27,0.3187,1
3007088,150,-0.0997,0.1595,-0.0837,-3.73,2.05,2.71,0.1668,1
3007098,150,0.0078,0.0631,-0.0459,-4.40,0.00,0.43,0.1666,1
3007108,150,-0.1188,0.0848,-0.0591,-0.59,3.61,3.35,0.1700,1
3007118,150,-0.0389,0.0152,-0.0353,-8.15,3.78,4.70,0.1669,1
3007128,150,-0.0226,-0.0282,0.0176,2.85,3.22,0.65,0.1598,1
3007138,150,-0.0388,0.0362,0.0268,1.12,2.10,3.66,0.1522,1
3007147,150,-0.0388,0.0362,0.0268,1.12,2.10,3.66,0.1512,1
3007158,150,0.0792,-0.0425,0.0667,-4.60,-3.56,-2.04,0.1308,1
3007168,150,-0.0729,-0.0725,0.0216,-1.07,2.60,0.25,0.1144,1
3007178,150,0.0471,-0.1346,-0.0393,-3.04,2.62,2.43,0.1142,1
3007188,150,-0.0091,0.0630,-0.0115,2.24,0.27,-1.50,0.0960,1
3007198,150,-0.0857,0.0796,-0.1054,-2.51,0.46,-0.46,0.1053,1
3007208,150,-0.0508,0.1349,-0.1638,-1.11,-1.44,0.18,0.1156,1
3007218,150,-0.1109,-0.0218,0.1152,-0.76,3.28,9.32,0.1252,1
3007228,150,0.0465,-0.1546,0.0233,-4.54,1.67,4.87,0.1348,1
3007238,150,0.0872,-0.1293,0.1203,-2.11,1.66,1.37,0.1473,1
3007248,150,0.0763,-0.1961,0.1633,-2.44,4.47,0.67,0.1686,1
3007258,150,0.1077,-0.1960,0.0373,-6.31,-0.06,-3.52,0.1798,1
3007268,150,0.0220,0.0083,-0.1034,-6.99,-2.57,-1.02,0.1798,1
3007278,150,-0.0073,-0.0321,0.1143,0.46,6.91,5.67,0.1777,1
3007288,150,-0.0341,0.1492,-0.1635,-2.77,4.97,2.65,0.1902,1
3007298,150,-0.0176,0.0467,0.0026,-1.40,4.75,2.43,0.1842,1
3007308,150,0.0129,-0.0322,-0.0494,-1.09,3.42,-2.07,0.1719,1
3007318,150,-0.0695,0.0423,-0.0763,-2.65,4.60,5.31,0.1679,1
3007328,150,0.0985,0.0310,-0.0090,1.11,2.72,-1.01,0.1631,1
3007338,150,0.0320,-0.0468,0.0056,-1.23,2.81,-1.61,0.1518,1
3007348,150,-0.0619,0.0821,-0.0441,1.60,6.10,3.01,0.1312,1
3007358,150,-0.0484,0.1452,-0.0677,-1.24,3.11,3.15,0.1219,1
3007368,150,-0.0012,-0.1719,0.0081,-0.01,-0.01,-0.01,0.1292,1
3007378,150,-0.1378,0.1002,-0.1053,-5.74,-2.21,8.91,0.1389,1
3007388,150,-0.0714,0.1105,-0.0413,-3.59,1.34,2.70,0.1272,1
3007398,150,0.0574,-0.1494,-0.0249,-2.79,2.44,2.39,0.1362,1
3007408,150,0.0065,-0.0888,-0.0281,-1.14,3.04,8.88,0.1381,1
3007418,150,-0.0492,0.0957,-0.1258,-0.04,-0.04,1.42,0.1434,1
3007428,150,-0.1102,-0.0583,0.0796,-1.61,4.50,4.52,0.1472,1
3007438,150,-0.0513,0.1408,-0.1803,-1.46,-1.48,0.73,0.1638,1
3007448,150,-0.0029,0.1022,-0.0599,-1.18,0.74,-5.24,0.1643,1
3007458,150,0.0646,-0.1108,-0.0501,-4.65,-1.42,-0.04,0.1615,1
3007468,150,-0.0992,0.2008,-0.2001,-1.06,1.93,2.05,0.1793,1
3007478,150,0.0229,0.1895,-0.1602,-3.01,-2.62,-5.11,0.1853,1
3007487,150,0.0229,0.1895,-0.1602,-3.01,-2.62,-5.11,0.1966,1
3007498,150,-0.0113,0.0123,-0.0560,-4.13,-3.67,-0.44,0.1907,1
3007508,150,0.0858,-0.0760,0.0269,-7.44,-3.47,-2.82,0.1921,1
3007518,150,0.0140,-0.1991,0.0551,-2.88,1.08,0.85,0.1961,1
3007528,150,0.0004,-0.0307,0.0829,-4.15,2.60,5.34,0.1924,1
3007538,150,0.0727,-0.1300,0.1088,-5.06,1.89,-4.02,0.1869,1
3007548,150,-0.0301,-0.1041,0.0704,-2.80,3.27,7.40,0.1876,1
3007558,150,-0.0060,0.0174,0.0045,-5.82,3.18,3.67,0.1826,1
3007568,150,-0.0018,-0.0553,0.0535,0.13,4.66,0.13,0.1578,1
3007578,150,-0.0933,-0.0167,0.0363,1.81,3.67,5.85,0.1405,1
3007588,150,0.0384,-0.0858,-0.0345,-5.25,-0.04,2.66,0.1205,1
3007598,150,-0.0146,0.0097,-0.0804,-4.12,1.48,0.34,0.1219,1
3007608,150,-0.0476,0.0417,-0.0335,-8.40,-4.10,4.08,0.1183,1
3007618,150,-0.0370,0.0509,0.0170,0.98,3.03,0.51,0.1007,1
3007628,150,0.0283,0.0177,-0.0457,1.17,0.93,-1.04,0.0983,1
3007638,150,-0.0702,0.0064,0.0381,0.69,3.89,-1.97,0.0831,1
3007648,150,-0.0756,0.0407,-0.0469,-0.77,2.11,-2.39,0.0787,1
3007658,150,-0.1186,-0.0534,0.0708,-1.62,4.40,4.14,0.0914,1
3007668,150,0.0105,-0.0827,0.0903,-4.07,2.26,5.06,0.0963,1
3007678,150,0.0464,0.0068,-0.1213,-2.99,-2.73,-4.44,0.0997,1
3007688,150,-0.0026,0.0016,-0.1056,-3.73,-1.31,1.39,0.1002,1
3007698,150,-0.1388,0.0343,0.0506,-0.12,7.88,7.22,0.1080,1
3007708,150,-0.1176,0.0740,-0.0503,-1.34,5.38,-0.27,0.1155,1
3007718,150,0.0706,-0.0484,-0.0719,-7.53,-3.76,-2.92,0.1190,1
3007728,150,-0.0544,0.1040,-0.1545,-2.60,7.18,4.05,0.1327,1
3007738,150,-0.0294,0.1300,-0.1313,-0.84,4.11,-2.55,0.1431,1
3008747,150,-0.0294,0.1300,-0.1313,-0.84,4.11,-2.55,0.1517,1
3008750,150,-0.0298,0.0814,-0.0232,2.38,1.57,-1.49,0.1470,1
3008759,150,-0.0843,0.1442,-0.1664,-1.27,-0.54,1.26,0.1602,1
3008769,150,-0.0808,0.1172,-0.1546,-0.68,2.34,3.49,0.1685,1
3008779,150,0.0057,0.2041,-0.1632,0.04,-1.22,0.05,0.1847,1
3008789,150,0.0718,0.0439,-0.1689,-3.86,-3.19,-4.75,0.1881,1
3008799,150,-0.0469,0.1856,-0.2410,0.47,3.13,0.50,0.2065,1
3008809,150,0.1462,-0.1319,0.0431,-5.30,-2.93,-3.58,0.2132,1
3008819,150,-0.1346,0.0517,0.0289,-0.50,9.33,7.60,0.2095,1
3008829,150,0.0400,0.1424,-0.1925,-6.36,-4.37,-3.84,0.2151,1
3008839,150,0.0142,-0.1165,0.2411,0.15,4.04,1.52,0.2235,1
3008849,150,0.0514,-0.0977,0.1626,-2.47,6.61,4.27,0.2302,1
3008859,150,0.0639,-0.1493,0.0048,-2.83,-0.35,-3.21,0.2238,1
3008869,150,-0.0707,0.0065,-0.0442,-2.59,-0.05,5.27,0.2153,1
3008879,150,0.0135,-0.0280,-0.0857,-1.21,3.26,-1.10,0.2009,1
3008889,150,0.0112,-0.1534,0.0667,-3.00,2.79,5.18,0.1991,1
3008899,150,0.0218,0.0095,0.0206,-2.76,1.89,-1.66,0.1739,1
3008909,150,-0.0471,0.0003,-0.0332,0.35,2.73,0.74,0.1629,1
3008919,150,-0.0959,0.0633,-0.0196,1.27,2.45,6.03,0.1604,1
3008929,150,-0.0832,0.0657,0.0352,-1.44,2.69,4.46,0.1452,1
