time,pwm,ax,ay,az,gx,gy,gz,vibration,label
1017546,0,-0.0036,-0.0047,-0.0290,-5.18,2.30,-0.78,0.1130,2
1017556,0,-0.0138,-0.0135,0.0039,-3.30,2.75,-0.66,0.1012,2
1017566,0,0.0365,-0.0391,-0.0386,-5.08,2.52,4.47,0.0475,2
1017576,0,-0.0344,0.0005,-0.0243,-3.12,2.69,6.01,0.0416,2
1017586,0,-0.0162,0.0032,0.0217,-1.37,1.73,0.16,0.0372,2
1017596,0,-0.0214,0.0529,0.0023,-2.69,2.07,2.53,0.0407,2
1017606,0,0.0932,-0.1894,0.0895,2.08,5.55,-4.80,0.0821,2
1017616,0,0.0816,-0.1888,0.0399,57.48,7.70,47.02,0.1049,2
1017626,0,0.1965,-0.1524,0.1668,39.59,12.63,67.47,0.1410,2
1017636,0,0.2570,0.0066,0.0504,26.84,6.95,37.02,0.1631,2
1017646,0,-0.0221,-0.5455,0.0159,1.05,-7.21,-26.20,0.2374,2
1017656,0,0.0214,0.6535,0.0407,2.31,7.75,14.31,0.3150,2
1017666,0,0.0652,0.1795,-0.0116,-15.52,-1.69,-22.75,0.3201,2
1017676,0,0.0453,-0.0109,-0.0459,-8.81,-0.98,-29.40,0.3205,2
1017686,0,-0.0240,-0.0800,0.0372,-6.54,2.00,4.14,0.3217,2
1017696,0,0.0726,-0.0297,0.0101,0.65,1.32,-14.47,0.3221,2
1017706,0,-0.0560,0.0576,-0.0571,-5.59,2.38,2.98,0.3154,2
1017716,0,-0.0497,0.1352,-0.0599,2.95,0.65,-1.76,0.3123,2
1017726,0,0.0167,0.0544,-0.0748,-7.72,0.92,1.74,0.2991,2
1017736,0,0.0062,-0.1068,0.0364,-5.27,3.16,-6.38,0.2896,2
1017746,0,0.1387,-0.1577,0.0857,3.83,0.78,-8.66,0.2433,2
1017756,0,-0.0099,-0.0580,0.0607,-3.60,2.24,-7.36,0.1303,2
1017766,0,-0.0981,-0.0321,0.0311,2.54,2.72,-4.06,0.1203,2
1017776,0,-0.0463,0.1197,-0.1235,-1.37,1.11,-0.47,0.1313,2
1017786,0,-0.0088,0.0756,-0.0999,-6.89,0.55,1.63,0.1340,2
1017796,0,0.1622,-0.0490,-0.0547,-6.14,-1.98,4.56,0.1432,2
1017806,0,-0.2406,0.3342,-0.0361,19.35,12.29,21.62,0.1914,2
1017816,0,0.1885,-0.3390,0.1532,8.73,0.44,-9.02,0.2271,2
1017916,0,0.0358,0.0760,-0.0409,6.34,4.14,-15.12,0.3549,2
1017926,0,0.0365,-0.2347,0.0719,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.02919,10.86,6.34,-21.18,0.2988,2
1017936,0,-0.0293,-0.1090,0.0294,3.24,5.71,-17.01,0.2440,2
1019567,0,-0.2435,0.7577,-0.2254,58.34,-0.01,-0.01,0.3937,2
1019577,0,-0.0332,0.0690,-0.1933,45.77,6.14,54.95,0.3983,2
1019587,0,0.1555,-0.0403,-0.1390,54.67,1.79,64.26,0.4037,2
1019807,0,0.1532,0.4810,-0.1571,23.44,0.98,46.80,0.7633,2
1020067,0,0.0175,0.1998,-0.0946,-7.88,-0.17,16.00,0.9865,2
1020077,0,0.0801,0.4623,-0.0846,-6.53,7.21,-24.02,00.9455,2
1020087,0,0.0535,0.2488,-0.0003,-26.53,7.21,-24.02,00.9455,2
1020087,0,0.0535,0.2488,-0.0003,-26.53,7.21,-24.02,00.9455,2
1020087,0,0.0535,0.2488,-0.0003,-26.53,7.21,-24.02,00.9455,2
1020087,0,0.0535,0.2488,-0.0003,-26.53,7.21,-24.02,00.9455,2
1020087,0,0.0535,0.2488,-0.0003,-26.53,7.21,-24.02,00.9455,2
1020087,0,0.0535,0.2488,-0.0003,-26.53,7.21,-24.02,00.9455,2
1020087,0,0.0535,0.2488,-0.0003,-26.53,7.21,-24.02,00.9455,2
1020087,0,0.0535,0.2488,-0.0003,-26.53,7.21,-24.02,00.9455,2
1020087,0,0.0535,0.2488,-0.0003,-26.53,7.21,-24.02,00.9455,2
1020087,0,0.0535,0.2488,-0.0003,-26.53,7.21,-24.02,00.9455,2
1020087,0,0.0535,0.2488,-0.0003,-26.53,7.21,-24.02,00.9455,2
1020087,0,0.0535,0.2488,-0.0003,-26.53,7.21,-24.02,00.9455,2
1022417,0,-0.0096,-0.0136,-0.2604,76.90,-6.98,89.12,0.5263,2
1022427,0,0.0105,1.1320,0.0321,12.64,-8.21,61.02,0.6360,2
1022487,0,0.2164,0.4211,-0.0259,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.05199,-5.58,-4.24,-45.33,0.7099,2
1022497,0,0.1499,0.2741,-0.0519,-48.06,9.82,-100.85,0.6795,2
1022507,0,-0.1428,-0.4718,-0.0184,-34.32,14.69,-76.10,0.6556,2
1022517,0,-0.0747,-0.0428,-0.0146,-25.77,4.09,-67.15,0.6510,2
1022527,0,0.0035,-0.1962,-0.0305,-29.76,3.01,-44.41,0.5472,2
1022537,0,0.0140,-0.1823,-0.0167,-12.20,1.90,-30.80,0.4132,2
1022547,0,0.0113,-0.1154,-0.0215,-1.87,2.80,-26.18,0.2851,2
1022557,0,0.0166,-0.1076,-0.0400,0.64,2.76,-10.95,0.2855,2
1022567,0,-0.0152,-0.0549,-0.0088,-0.37,0.71,-10.77,0.2725,2
1022577,0,0.0457,-0.5329,0.0371,11.50,9.54,-0.01,0.3110,2
1022587,0,-0.0364,-0.2130,-0.0246,28.68,4.10,0.04,0.2810,2
1022597,0,0.0248,-0.2480,-0.0138,56.57,11.17,36.92,0.2742,2
1022667,0,-0.0218,-0.9174,-0.0234,26.84,4.01,46.35,0.6703,2
1022677,0,0.0716,0.5873,-0.1559,14.23,6.84,53.63,0.6767,2
1022747,0,-0.0809,-0.1196,-0.0794,-4.60,1.04,-17.19,0.5709,2
1022757,0,0.1873,0.0501,-0.0188,-26.77,2.16,-65.69,0.5574,2
1022767,0,-0.0097,-0.251,-0.0672,30.53,2.82,20.56,0.3560,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1022827,0,0.0313,-0.1885,-0.1166,44.37,-0.52,104.61,0.3066,2
1023577,0,0.0125,0.0611,0.0097,-21.54,3.19,27.26,0.6096,2
1023587,0,0.0328,0.5724,-0.0986,-44.02,0.79,19.97,0.6365,2
1023597,0,0.0531,0.3667,-0.1038,-33.87,-4.27,-13.44,0.6337,2
1023607,0,0.1125,0.1450,-0.0120,-40.34,-0.78,-51.39,0.6197,2
1023617,0,0.0309,0.0368,-0.0325,-45.44,5.05,-67.61,0.5779,2
1024626,0,0.0309,0.0368,-0.0325,-45.44,5.05,-67.61,0.5576,2
1024629,0,-0.1697,1.3637,-0.1324,23.82,-26.67,69.68,0.7044,2
1024638,0,0.3709,-0.3478,-0.3058,70.43,-15.83,130.68,0.6424,2
1024648,0,-0.0132,-1.4238,-0.0607,-4.33,5.04,101.43,0.7816,2
1024658,0,0.1042,0.4038,0.0497,-47.11,15.82,-15.48,0.7069,2
1024668,0,-0.1282,0.1612,-0.0970,-2.63,31.91,52.46,0.7103,2
1024678,0,-0.2970,-0.3236,-0.0503,-38.64,3.62,-44.53,0.7001,2
1024688,0,-0.0188,-0.0109,-0.0328,-1.97,-1.97,-1.97,0.6896,2
1024698,0,0.1083,0.4207,-0.1077,-61.79,8.41,-89.76,0.7015,2
1024708,0,-0.3527,-0.1129,-0.1123,-21.94,20.75,-47.09,0.7119,2
1024718,0,-0.0415,-0.0901,-0.0235,-53.91,20.68,-113.98,0.7124,2
1024728,0,-0.0868,-0.3585,-0.0462,-28.66,9.95,-79.42,0.5751,2
1024738,0,-0.0094,-0.1228,-0.0207,-13.50,-3.04,-55.12,0.5450,2
1024748,0,0.0385,-0.1247,-0.0285,-13.47,-1.53,-24.48,0.3094,2
1024758,0,0.0032,-0.1244,-0.0334,-7.15,-0.21,-6.35,0.2824,2
1024768,0,0.0162,-0.1195,-0.0309,-3.56,0.38,4.46,0.2759,2
1024778,0,-0.0340,-0.3002,-0.0231,4.37,4.44,33.47,0.2564,2
1024788,0,0.0305,0.1024,-0.0278,44.64,14.84,45.74,0.2585,2
1024798,0,-0.0104,0.1396,-0.1034,27.47,12.13,59.99,0.2232,2
1024808,0,0.0232,0.8005,-0.1839,33.93,8.42,68.76,0.3199,2
1024818,0,-0.2057,-0.2371,-0.0052,-6.90,-2.98,15.24,0.3334,2
1024828,0,0.1671,0.8556,-0.1634,44.63,4.68,96.05,0.4195,2
1024838,0,0.0440,0.6512,-0.1874,35.68,5.83,121.15,0.4697,2
1024848,0,0.0611,0.6624,-0.2004,16.77,8.72,103.15,0.5168,2
1024858,0,0.4157,0.9499,-0.2502,-0.92,4.24,76.43,0.6158,2
1024868,0,0.1631,0.9240,-0.1302,-15.41,1.99,40.31,0.6836,2
1024878,0,0.0279,0.0518,-0.0527,-3.13,8.49,44.58,0.6773,2
1024888,0,-0.0411,-0.1540,0.0334,-38.00,2.00,-48.27,0.6784,2
1024898,0,0.0073,-0.2743,0.0687,-24.70,6.54,-57.30,0.6820,2
1024908,0,-0.0800,-0.2842,0.0014,-19.71,5.00,-42.25,0.6375,2
1024918,0,-0.0855,-0.1817,-0.0128,-18.99,2.18,-41.08,0.6329,2
1024928,0,0.0048,-0.1098,-0.0236,-15.26,3.85,-39.82,0.5685,2
1024938,0,-0.0170,-0.0788,-0.0495,-15.16,1.26,-26.84,0.5272,2
1024948,0,-0.0360,-0.0952,-0.0093,-7.97,0.22,-13.82,0.4804,2
1024958,0,-0.0049,-0.0853,-0.0312,-6.95,-0.48,-5.45,0.3432,2
1024968,0,-0.0226,-0.0561,-0.0280,-6.97,1.43,3.52,0.1689,2
1024978,0,0.0124,-0.0645,-0.0201,-6.66,1.85,3.02,0.1684,2
1024988,0,0.0112,-0.1623,-0.0174,-2.45,3.49,6.92,0.1685,2
1024998,0,-0.0212,-0.0134,-0.0226,2.08,2.98,6.96,0.1432,2
1025008,0,-0.1202,0.3453,-0.1144,13.64,9.02,5.14,0.1627,2
1025018,0,-0.1965,0.2276,-0.0926,0.76,1.98,1.15,0.1798,2
1025028,0,-0.1630,0.0600,-0.0305,-11.06,-3.62,-9.43,0.1848,2
1025038,0,-0.2438,0.2010,-0.0842,-3.79,-8.47,-0.63,0.2097,2
1025048,0,-0.2516,0.7006,-0.0821,10.87,-13.69,7.82,0.3147,2
1025058,0,-0.3341,0.6663,-0.1482,-4.55,-20.32,-8.85,0.3949,2
1025068,0,-0.0563,0.6568,-0.1622,-25.34,-19.87,10.15,0.4490,2
1025078,0,0.1941,-0.6954,0.1790,-6.75,6.92,34.76,0.5064,2
1025088,0,0.0665,-0.4511,0.0034,-37.60,-13.36,-15.64,0.5240,2
1025098,0,0.1357,-0.0981,0.0339,-56.24,9.56,-42.80,0.5267,2
1025108,0,-0.1376,-0.2778,0.0154,-26.33,14.34,-44.23,0.5218,2
1025118,0,0.0039,0.0417,0.0236,-30.34,6.32,-68.04,0.5125,2
1025128,0,-0.0422,-0.0343,-0.0365,-17.59,7.36,-59.44,0.5099,2
1025138,0,0.0043,-0.1036,-0.0500,-18.34,2.55,-55.29,0.5006,2
1025148,0,-0.0287,-0.1035,-0.0534,-13.27,1.35,-26.63,0.4427,2
1025158,0,-0.0050,-0.1366,-0.0246,-10.58,-1.10,-13.56,0.3743,2
1025168,0,0.0209,-0.1111,-0.0424,-6.53,-0.87,3.51,0.3090,2
1025178,0,0.0020,-0.0656,-0.0087,-3.28,-0.26,10.80,0.2015,2
1025188,0,0.0095,-0.0504,-0.0197,-7.12,0.78,10.35,0.1418,2
1025198,0,-0.0098,-0.0435,-0.0310,-7.51,0.25,15.26,0.1322,2
1025208,0,0.0269,-0.0553,-0.0083,-2.06,3.57,2.26,0.0907,2
1025218,0,0.0732,-0.0525,-0.0268,9.11,3.70,6.29,0.0943,2
1025228,0,0.1320,-0.5948,0.1215,17.28,9.71,15.59,0.2169,2
1025238,0,-0.0726,0.4970,-0.1782,24.21,14.22,33.86,0.2723,2
1025248,0,-0.1260,0.5945,-0.1553,8.64,-0.41,17.59,0.3347,2
1025258,0,0.2449,-1.1355,0.0650,60.50,10.85,98.49,0.4954,2
1025267,0,0.2449,-1.1355,0.0650,60.50,10.85,98.49,0.6159,2
1025278,0,0.3032,-1.4248,0.2197,12.24,2.13,83.56,0.7720,2
1025288,0,0.3092,-0.9099,0.2208,-14.99,-5.73,29.65,0.8324,2
1025298,0,0.3109,-0.2046,0.1776,-34.81,3.41,33.35,0.8424,2
1025308,0,0.1533,0.3126,0.0916,-21.11,18.76,34.51,0.8498,2
1025318,0,-0.1861,-0.3280,0.0465,-47.33,17.20,-50.11,0.8577,2
1025328,0,-0.1327,0.1671,-0.0671,-21.34,5.47,-58.02,0.8379,2
1025338,0,-0.0167,0.0114,-0.0173,-34.37,16.06,-96.11,0.8208,2
1025348,0,-0.0368,-0.2284,-0.0688,-27.17,9.35,-76.66,0.8002,2
1025358,0,-0.0430,-0.1715,-0.0516,-15.24,3.73,-63.93,0.7130,2
1025368,0,0.0030,-0.1224,-0.0364,-8.89,-0.07,-23.59,0.6120,2
1025378,0,-0.0224,-0.1285,-0.0373,-5.51,-1.47,0.10,0.3993,2
1025388,0,-0.0009,-0.0971,-0.0160,1.15,-0.48,6.22,0.2513,2
1025398,0,0.0617,-0.1687,-0.0180,1.62,1.63,16.59,0.2222,2
1025408,0,0.0069,-0.2577,0.0455,0.98,2.91,26.44,0.2081,2
1025418,0,-0.0127,-0.4719,0.0613,5.79,5.02,7.41,0.2269,2
1025428,0,-0.1682,-0.7622,0.0042,17.41,9.24,29.25,0.3278,2
1025438,0,-0.0908,0.0414,-0.0303,-6.58,3.95,-6.02,0.3293,2
1025448,0,0.0795,0.6067,-0.0517,15.88,-10.15,19.74,0.3746,2
1025458,0,0.0955,0.6771,-0.1290,12.61,11.44,50.24,0.4305,2
1025468,0,-0.2012,0.4482,-0.1767,14.89,5.24,13.65,0.4593,2
1025478,0,0.2371,-1.7264,0.1496,43.88,7.40,52.17,0.7177,2
1025488,0,0.0299,0.3980,0.0605,0.24,-11.60,22.22,0.7283,2
1025498,0,-0.1639,0.0880,-0.3016,40.98,1.95,113.69,0.7346,2
1025508,0,0.0020,-0.0859,-0.1689,24.37,-0.03,115.56,0.7324,2
1025518,0,-0.1741,-0.0146,-0.0950,-30.61,3.68,58.63,0.7195,2
1025528,0,0.1331,-0.4561,0.0557,-44.45,-14.96,-15.64,0.6926,2
1025538,0,-0.0260,0.1678,-0.0873,-45.27,1.24,-60.75,0.6944,2
1025548,0,0.1331,0.1764,-0.0271,-26.57,11.23,-75.86,0.6704,2
1025558,0,0.0217,-0.2068,-0.0271,-41.05,16.05,-82.20,0.6368,2
1025568,0,-0.0557,-0.1609,-0.0505,-13.83,6.05,-61.88,0.6175,2
1025578,0,-0.0097,-0.1328,-0.0359,-5.66,0.28,-39.73,0.2781,2
1025588,0,-0.0076,-0.0762,-0.0656,-5.32,-0.85,-11.83,0.2491,2
1025598,0,0.0482,0.0117,-0.0355,-0.30,-2.21,1.38,0.2233,2
1025608,0,0.0737,-0.2727,0.0074,-3.66,1.44,10.20,0.2330,2
1025618,0,0.0343,-0.1913,-0.0023,-1.06,0.06,23.54,0.2326,2
1025628,0,-0.0372,-0.3449,0.0230,4.96,4.34,17.37,0.2081,2
1025638,0,-0.1146,-0.3990,-0.0309,-2.05,3.75,14.40,0.2387,2
1025648,0,-0.0538,-0.2910,-0.0302,37.89,13.68,75.00,0.2467,2
1025658,0,0.1091,-0.0928,-0.0312,33.71,19.52,59.56,0.2421,2
1025668,0,-0.0554,0.7356,-0.1550,15.81,11.47,21.76,0.3351,2
1025678,0,0.1729,-0.5959,-0.0268,40.59,13.55,72.02,0.3860,2
1025688,0,-0.1335,0.6939,-0.2389,33.63,3.90,41.18,0.4512,2
1025698,0,-0.2165,-0.1989,-0.2475,84.65,1.03,87.86,0.4669,2
1025708,0,0.6848,-1.0703,-0.0729,64.82,-1.01,119.18,0.6099,2
1025718,0,0.5738,-1.0821,0.3398,-25.96,-19.98,84.98,0.7278,2
1025728,0,0.1921,1.7044,0.0910,-28.90,-14.37,46.22,0.9015,2
1025738,0,0.1590,-1.0764,-0.1345,33.37,-11.96,113.98,0.9569,2
1025748,0,0.2185,0.4854,-0.0226,-75.83,11.66,8.98,0.9670,2
1025758,0,0.0353,0.5712,0.0133,-36.68,10.25,-52.44,0.9827,2
1025768,0,-0.0523,-0.4803,0.0447,-55.83,29.16,-101.79,0.9656,2
1025778,0,-0.0262,0.1887,-0.0694,-42.50,20.61,-95.54,0.9476,2
1025788,0,-0.0181,0.0210,-0.0746,-25.70,13.85,-96.33,0.9181,2
1025798,0,0.0483,-0.4329,-0.0026,-22.18,9.82,-79.67,0.9204,2
1025808,0,-0.1098,-0.5987,-0.0190,-6.34,4.37,-26.15,0.8499,2
1025818,0,0.0074,-0.4479,0.0089,0.96,-1.30,4.59,0.7621,2
1025828,0,-0.0474,-0.2835,0.0286,-1.32,0.19,19.72,0.5423,2
1025838,0,-0.0780,-0.3882,0.0123,3.64,2.08,41.18,0.4354,2
1025848,0,-0.0694,-0.1740,-0.0285,12.52,-1.32,36.34,0.4060,2
1025858,0,0.0510,0.0597,-0.0629,13.94,1.39,24.59,0.3648,2
1025868,0,-0.0824,0.1070,-0.1268,8.90,0.63,19.35,0.3361,2
1025878,0,0.1063,-0.5384,0.1372,-2.55,11.27,-21.81,0.3753,2
