time,pwm,ax,ay,az,gx,gy,gz,vibration,label
859880,0,0.0185,-0.4388,0.0422,8.31,2.11,-0.03,0.2850,2
860100,0,0.0439,-0.1247,-0.0103,-7.25,11.07,-13.97,0.2354,2
860110,0,0.0231,-0.0476,-0.0021,-0.91,4.77,-14.09,0.2347,2
861230,0,0.0408,-0.0370,0.0588,18.98,16.33,22.11,0.2904,2
861240,0,-0.0366,0.2756,-0.1057,-0.21,9.54,1.24,0.2985,2
8612491240,0,-0.0366,0.2756,-0.1057,-0.21,9.54,1.24,0.2985,2
8612491240,0,-0.0366,0.2756,-0.1057,-0.21,9.54,1.24,0.2985,2
861249,0,-0.0366,0.2756,-0.1057,-0.21,9.54,1.24,0.3033,2
861520,0,0.1667,0.2091,0.0934,5.76,0.34,48.25,0.3613,2
861530,0,0.1995,-0.2431,0.1105,1.10,3.90,-0.01,0.3558,2
861540,0,-0.0628,0.0557,0.0001,-6.08,1.68,-38.21,0.3412,2
861820,0,-0.0931,-0.0522,-0.0608,-11.05,-0.21,-11.53,0.2864,2
861830,0,-0.3050,0.0871,-0.1611,-1.06,3.76,-0.92,0.3011,2
862020,0,-0.2237,0.0855,-0.0146,-16.73,2.50,2.27,0.2702,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.4235,0.3267,2
863170,0,-0.1177,-0.1488,-0.0328,-4.62,4.96,-9.42,0.3244,2
863280,0,-0.1922,-0.0991279,0.0093,-22.18,2.08,0.18,0.3450,2
863280,0,-0.1922,-0.0991279,0.0093,-22.18,2.08,0.18,0.3450,2
863280,0,-0.1922,-0.0991279,0.0093,-22.18,2.08,0.18,0.3450,2
863280,0,-0.1922,-0.0998,-0.0259,-24.72,-1.50,-31.02,0.3334,2
864289,0,-0.1922,-0.0998,-0.0259,-24.72,-1.50,-31.02,0.3066,2
864292,0,-0.0107,-0.1919,-0.0029,1.70,-6.44,12.69,0.2068,2
864361,0,-0.1048,-0.3335,-0.1356,-3.85,-7.62,19.17,0.3026,2
864371,0,-0.2338,0.0824,0.0129,-20.94,2.08,-7.90,0.3050,2
864381,0,-0.2118,-0.2442,-0.01215,-5.65,7.08,-1.04,0.3098,2
864561,0,-0.2430,0.1043,-0.0514215,-5.65,7.08,-1.04,0.3098,2
864561,0,-0.2430,0.1043,-0.0514215,-5.65,7.08,-1.04,0.3098,2
864561,0,-0.2430,0.1043,-0.0514215,-5.65,7.08,-1.04,0.3098,2
864561,0,-0.2430,0.1043,-0.0514215,-5.65,7.08,-1.04,0.3098,2
864561,0,-0.2430,0.1043,-0.0514215,-5.65,7.08,-1.04,0.3098,2
864561,0,-0.2430,0.1043,-0.0514215,-5.65,7.08,-1.04,0.3098,2
864561,0,-0.2430,0.1043,-0.0514215,-5.65,7.08,-1.04,0.3098,2
864561,0,-0.2430,0.1043,-0.0514215,-5.65,7.08,-1.04,0.3098,2
864561,0,-0.2430,0.1043,-0.0514215,-5.65,7.08,-1.04,0.3098,2
864561,0,-0.2430,0.1043,-0.0514215,-5.65,7.08,-1.04,0.3098,2
864561,0,-0.2430,0.1043,-0.0514215,-5.65,7.08,-1.04,0.3098,2
864561,0,-0.2430,0.1043,-0.0514215,-5.65,7.08,-1.04,0.3098,2
864561,0,-0.2430,0.1043,-0.0514,-3.38,3.89,-1.97,0.2993,2
865051,0,0.0905,0.1197,-0.0090,-1.44,5.71,-21.33,0.4196,2
865061,0,0.1040,0.0791,-0.0127,-3.98,2.39,-15.76,0.3669,2
865071,0,0.0008,-0.2965,-0.0248,7.47,-5.92,4.93,0.3484,2
865080,0,0.0008,-0.2965,-0.0248,7.47,-5.92,4.93,0.3489,2
865091,0,0.0130,0.0730,0.0449,-5.79,6.04,-10.25,0.3445,2
866100,0,0.0130,0.0730,0.0449,-5.79,6.04,-10.25,0.2705,2
866103,0,-0.0433,0.9422,-0.0485,-3.93,-3.93,-3.93,0.3780,2
866112,0,-0.0673,0.2649,-0.0345,-11.25,6.82,10.68,0.3696,2
866122,0,0.2069,-0.1742,0.0396,3.50,0.83,9.99,0.3611,2
866132,0,-0.0491,0.1852,-0.0069,-11.83,1.63,-19.14,0.3621,2
866142,0,-0.0265,0.0853,-0.0311,-8.79,3.66,-22.35,0.3602,2
866152,0,-0.0265,-0.4037,0.0185,6.01,-0.33,3.80,0.3801,2
866162,0,0.0857,0.0155,0.0097,5.59,1.05,12.85,0.3693,2
866172,0,0.1183,0.1437,0.0488,1.38,2.88,17.29,0.3622,2
866182,0,0.0172,0.1026,0.0646,-2.79,6.53,-1.04,0.3632,2
866192,0,-0.0310,0.0374,-0.0422,-4.30,2.50,1.50,0.3628,2
866202,0,0.1400,-0.3971,0.1125,9.15,5.23,9.78,0.2478,2
866212,0,-0.0782,-0.1021,-0.0258,-4.95,6.54,2.25,0.2357,2
866222,0,0.1098,-0.2763,-0.0175,-5.24,1.50,0.06,0.2386,2
866232,0,-0.1081,0.1562,-0.0074,-7.18,-2.26,-8.46,0.2385,2
866242,0,0.0547,-0.4663,0.0272,13.17,9.78,18.54,0.2795,2
866252,0,0.1395,-0.3560,-0.0326,-1.27,4.44,-6.05,0.2765,2
866262,0,-0.1623,0.0952,0.0194,7.39,4.27,26.87,0.2815,2
866272,0,0.1017,0.0367,0.0992,10.12,8.15,23.19,0.2787,2
866282,0,-0.0089,-0.1919,0.1152,-3.05,4.60,-15.02,0.2850,2
866292,0,-0.0020,0.1961,0.0122,2.12,8.04,-9.39,0.2910,2
866302,0,0.0592,0.0076,0.0056,-0.53,3.96,-2.35,0.2570,2
866312,0,-0.0295,0.1687,0.0108,-2.02,7.34,9.91,0.2593,2
866322,0,-0.1375,0.1356,-0.0697,-5.54,6.56,10.60,0.2502,2
866332,0,-0.2830,0.1872,-0.1328,-17.37,3.19,2.01,0.2688,2
866342,0,-0.1578,0.0460,-0.0575,-17.35,-1.97,-10.59,0.2306,2
866352,0,-0.0235,-0.2887,-0.0044,-11.24,-0.91,-18.50,0.2164,2
866362,0,0.0441,-0.3203,0.0300,10.37,-0.93,-3.93,0.2319,2
866372,0,0.0709,0.0155,0.0236,5.68,1.01,11.79,0.2285,2
866382,0,0.0765,0.1582,0.0123,-5.40,-1.69,2.17,0.2243,2
866392,0,-0.0031,0.1432,0.0455,-5.58,5.02,-6.02,0.2207,2
866402,0,-0.1292,0.0390,-0.0182,-5.95,6.24,-12.47,0.2241,2
866412,0,-0.1348,-0.0323,-0.1074,-6.64,0.53,-2.94,0.2243,2
866422,0,-0.0058,0.1713,-0.0220,6.76,7.38,-0.01,0.2216,2
866432,0,-0.0465,-0.2477,-0.0576,-2.05,2.02,13.26,0.2062,2
866442,0,0.1060,-0.2137,-0.0327,-6.18,-0.07,-3.50,0.2128,2
866452,0,-0.0727,-0.0109,-0.0328,-1.97,-1.97,-1.97,0.1937,2
866462,0,-0.1256,0.2369,-0.0245,-1.99,1.51,5.01,0.1850,2
866472,0,-0.1939,0.1214,0.0919,3.03,5.98,-2.17,0.1993,2
866482,0,-0.0489,0.0700,0.1240,-7.15,-0.84,0.74,0.1972,2
866492,0,-0.1254,0.2928,0.0072,-1.32,7.28,5.67,0.2163,2
866502,0,-0.0400,0.1677,-0.0225,-16.92,-1.80,-15.15,0.2190,2
866512,0,0.0458,0.2137,0.0155,0.88,8.07,-4.72,0.2229,2
866522,0,-0.2128,-0.1234,-0.0994,-0.91,6.81,6.77,0.2318,2
867531,0,-0.2128,-0.1234,-0.0994,-0.91,6.81,6.77,0.2326,2
867534,0,-0.0576,0.1670,0.0567,2.55,1.00,9.83,0.2275,2
867543,0,-0.0408,0.1615,0.0093,-3.93,-0.58,4.63,0.2321,2
867553,0,-0.0132,0.2598,-0.0277,-2.44,-0.50,-2.44,0.2312,2
867563,0,-0.0812,0.0628,0.0208,-12.60,-0.64,-11.77,0.2202,2
867573,0,-0.0718,0.2013,-0.0563,-3.82,4.83,4.29,0.2260,2
867583,0,-0.0016,0.1446,-0.0699,-12.06,0.73,9.05,0.2086,2
867593,0,-0.2022,0.2523,-0.1095,-11.82,3.09,-5.49,0.2284,2
867603,0,-0.0502,-0.2071,-0.0634,-23.05,-2.08,-9.66,0.2287,2
867613,0,-0.0546,-0.2541,-0.0655,2.50,1.29,-11.66,0.2290,2
867623,0,0.0488,-0.6136,-0.0311,12.98,-1.29,16.98,0.2888,2
867633,0,0.1066,-0.3774,-0.0738,13.01,-4.17,36.89,0.3096,2
867643,0,0.1863,-0.0280,0.1176,5.20,2.27,20.88,0.3131,2
867653,0,0.2227,0.1269,0.0425,-3.37,5.02,11.60,0.3129,2
867663,0,0.0029,-0.1142,0.0445,0.57,9.47,-6.53,0.3136,2
867673,0,-0.0521,0.2138,-0.0632,-2.81,5.17,-9.86,0.3141,2
867683,0,-0.0975,-0.0016,-0.0948,-7.60,1.23,-9.24,0.3130,2
867693,0,-0.1772,-0.0833,-0.0431,-7.50,1.90,3.46,0.3005,2
867703,0,-0.0834,-0.2564,-0.0442,-7.09,-3.29,-11.72,0.3047,2
867713,0,0.0723,-0.1909,-0.0384,-8.25,-3.37,-10.89,0.3000,2
867723,0,0.1476,-0.1826,0.0774,-5.29,3.38,-18.79,0.2411,2
867733,0,0.1560,-0.4007,0.1119,10.50,8.94,10.95,0.2488,2
867743,0,0.0714,-0.3676,0.0488,6.53,-1.16,13.02,0.2669,2
867753,0,-0.0410,0.1781,0.0349,-2.67,0.54,-0.19,0.2607,2
867763,0,0.0306,0.0983,-0.0196,-12.81,-2.76,-4.48,0.2599,2
867772,0,0.0306,0.0983,-0.0196,-12.81,-2.76,-4.48,0.2518,2
867783,0,0.0345,-0.1317,-0.0547,-10.56,2.59,-3.27,0.2524,2
867793,0,-0.0536,0.0719,-0.1895,-5.38,-2.06,5.39,0.2532,2
867803,0,-0.0499,-0.2769,-0.0431,-6.66,-3.90,-2.89,0.2544,2
867813,0,0.0057,0.1288,-0.1211,-10.90,-7.83,-9.99,0.2521,2
867823,0,0.0979,-0.4253,0.0677,-9.82,0.67,-0.84,0.2774,2
867833,0,0.0435,-0.3025,0.0557,16.28,5.12,-9.01,0.2586,2
867843,0,0.0865,0.0868,0.0104,15.50,6.98,29.18,0.2326,2
867853,0,0.1399,0.1776,0.1168,9.94,4.92,31.56,0.2390,2
867863,0,0.1083,0.2093,0.1274,-2.10,7.19,16.20,0.2514,2
867873,0,0.0095,0.2281,0.0285,-11.15,3.29,4.91,0.2596,2
867883,0,-0.2370,0.0533,-0.0559,-17.63,-0.66,4.70,0.2673,2
867893,0,-0.0827,0.0454,-0.1012,-10.84,-0.83,-19.11,0.2626,2
867903,0,-0.1559,-0.1587,-0.0915,-7.31,-0.40,-10.40,0.2582,2
867913,0,0.0014,-0.4010,0.0097,-0.47,-1.24,0.68,0.2822,2
867923,0,0.0904,-0.3942,0.0112,4.91,-4.36,4.01,0.2765,2
867933,0,0.1017,-0.2237,0.0637,0.07,2.89,6.79,0.2707,2
867943,0,0.0782,-0.3388,0.0939,-1.58,8.14,0.50,0.2911,2
867953,0,-0.0384,0.0263,-0.0185,8.97,9.56,19.85,0.2802,2
867963,0,-0.0250,0.1388,0.0061,-1.94,1.95,6.45,0.2708,2
867973,0,-0.0044,0.0713,-0.0344,-7.21,2.38,1.08,0.2620,2
867983,0,0.0474,0.0085,-0.0259,-11.25,3.53,4.60,0.2505,2
867993,0,-0.0082,-0.1992,-0.0207,3.86,6.27,-4.93,0.2546,2
868003,0,0.1176,-0.7414,-0.0052,7.04,2.04,3.62,0.3397,2
868013,0,0.1065,-0.4902,0.0303,1.30,-1.61,1.59,0.3530,2
868023,0,0.2212,-0.5944,0.1278,6.53,2.27,0.73,0.3874,2
868033,0,0.1196,-0.0112,0.0571,-5.31,-4.58,-27.83,0.3813,2
868043,0,0.0571,-0.0725,0.1320,6.58,11.24,6.99,0.3674,2
868053,0,0.1015,0.0972,0.0396,7.68,4.85,6.23,0.3700,2
868063,0,-0.0496,0.1717,0.0314,-4.04,4.33,12.03,0.3717,2
868073,0,-0.1072,0.1590,0.0512,-3.23,7.79,7.49,0.3762,2
868083,0,-0.1387,0.2013,-0.0220,-15.49,5.79,10.22,0.3837,2
868093,0,-0.2771,-0.0339,-0.0293,-21.79,-1.60,-12.41,0.3887,2
868103,0,-0.0243,-0.2185,-0.0473,-14.79,-4.04,-27.76,0.3159,2
868113,0,0.0322,-0.3916,-0.0044,0.73,-1.79,-14.88,0.3000,2
868123,0,0.0261,-0.3563,0.0487,6.37,-0.33,0.44,0.2473,2
868133,0,0.0626,-0.0037,0.0199,2.45,0.31,16.22,0.2445,2
868143,0,0.1010,0.1347,0.0532,0.53,3.41,16.15,0.2456,2
868153,0,-0.0353,0.0978,0.0165,-1.06,9.63,2.40,0.2435,2
868163,0,-0.0845,0.1264,-0.1168,-1.35,2.44,10.04,0.2443,2
868173,0,-0.2347,0.0675,-0.1233,-3.77,0.97,0.12,0.2514,2
868183,0,-0.1164,-0.1455,-0.0580,-7.27,1.18,-1.76,0.2470,2
868193,0,0.0458,-0.1175,-0.0359,-1.85,0.05,1.63,0.2342,2
868203,0,0.0802,-0.4441,0.0906,-0.19,1.15,-3.40,0.2664,2
868213,0,0.0243,-0.1179,-0.0152,7.50,4.90,14.65,0.2388,2
868223,0,0.0579,-0.0110,0.0679,10.73,8.40,27.34,0.2117,2
868233,0,-0.0434,0.0860,0.0978,-6.55,2.34,4.26,0.2151,2
868243,0,-0.0866,0.2466,0.0098,1.52,7.17,9.28,0.2236,2
868253,0,-0.1755,0.0077,-0.0019,-6.23,6.58,-0.49,0.2280,2
868263,0,-0.1011,0.1056,-0.0875,-6.41,4.37,-8.98,0.2263,2
868273,0,-0.2430,0.0166,-0.1152,-5.98,3.21,-0.30,0.2258,2
868283,0,-0.0626,0.1653,0.0061,-6.18,5.02,9.26,0.2243,2
868293,0,-0.1242,-0.2002,-0.1520,-2.18,-4.99,15.94,0.2376,2
868303,0,-0.0487,-0.2115,-0.0583,-8.13,-7.56,-1.33,0.2007,2
868313,0,0.1455,0.0323,-0.0089,-9.34,-5.15,-17.38,0.2026,2
868323,0,0.1874,-0.1452,0.0573,-1.44,2.14,-8.20,0.2149,2
868333,0,0.1284,-0.1432,0.0933,9.21,8.06,-8.68,0.2211,2
868343,0,0.0705,0.1579,-0.0093,-1.66,1.88,5.23,0.2122,2
868353,0,-0.0649,0.0246,-0.0016,-10.19,-0.78,-8.89,0.2060,2
868363,0,-0.1589,0.0273,-0.0120,-11.95,5.69,-7.95,0.2053,2
868373,0,-0.2383,0.0246,-0.1352,-10.47,-0.30,-0.75,0.2060,2
868383,0,-0.0778,-0.1360,-0.0289,-7.81,-0.69,-4.20,0.2046,2
868393,0,0.0202,-0.1031,-0.0167,-1.91,-1.21,0.56,0.1874,2
868403,0,0.0761,-0.3104,0.0333,9.50,2.53,24.88,0.2010,2
868413,0,-0.1031,-0.1046,0.0494,4.69,5.66,23.39,0.2014,2
868423,0,-0.0790,0.1215,0.0055,3.41,4.24,11.55,0.1917,2
868433,0,-0.1899,0.1541,0.0249,-6.60,2.03,-3.75,0.1955,2
868443,0,-0.2354,0.1077,0.0621,1.26,9.93,-6.18,0.2057,2
868453,0,-0.1159,0.1124,-0.0187,-9.36,2.29,5.53,0.2108,2
868463,0,0.1069,-0.5216,0.0192,-6.56,-5.83,-7.56,0.2650,2
868473,0,-0.0981,0.1610,-0.1152,-18.98,-4.50,-11.53,0.2599,2
868483,0,-0.2484,-0.0840,-0.1240,-7.53,1.82,-13.23,0.2710,2
868493,0,-0.1652,-0.1920,-0.0624,-3.02,0.60,1.58,0.2812,2
868503,0,0.1213,0.0743,0.0357,13.31,7.60,34.54,0.2663,2
868513,0,0.0659,-0.5550,-0.0643,6.25,-7.59,18.22,0.3165,2
868523,0,0.1221,-0.5683,0.0056,1.82,-5.89,2.28,0.3631,2
868533,0,0.2289,-0.3852,0.0434,-0.63,-2.84,-18.67,0.3822,2
868543,0,0.1506,-0.3321,0.0946,-1.36,3.52,-26.77,0.3914,2
868553,0,0.0623,-0.1100,0.0470,1.96,8.69,-15.27,0.3903,2
868563,0,0.0433,0.1670,-0.0670,-4.23,0.48,-9.71,0.3569,2
868573,0,-0.1102,-0.0294,-0.0404,-11.56,0.15,-19.05,0.3521,2
868583,0,0.0722,-0.3056,-0.0029,-4.24,-4.63,-12.76,0.3542,2
868593,0,-0.1822,0.1016,-0.1547,-7.82,-2.58,11.09,0.3541,2
868603,0,-0.0207,-0.0530,-0.0130,-5.69,-0.90,7.62,0.3515,2
868613,0,0.0635,-0.0283,-0.0190,-1.39,-1.86,6.47,0.3040,2
868623,0,0.1015,-0.2849,0.0440,10.88,3.94,26.69,0.2607,2
868633,0,-0.0276,-0.1226,0.0717,7.50,6.12,26.11,0.2232,2
868643,0,0.1371,-0.4912,0.0597,5.10,3.69,14.87,0.2490,2
868653,0,-0.1652,0.1876,0.0368,-6.50,1.82,-4.83,0.2580,2
868663,0,-0.2143,0.1381,0.0678,1.25,9.24,-8.11,0.2647,2
868673,0,-0.0992,0.1503,0.0024,-8.55,2.18,1.92,0.2681,2
868683,0,0.3078,-0.7038,0.1035,1.75,-3.89,2.12,0.3494,2
868693,0,0.0363,0.0302,-0.0389,-24.11,-3.63,-19.31,0.3402,2
868703,0,-0.2544,-0.0354,-0.1188,-5.26,2.76,-12.98,0.3512,2
868713,0,-0.2911,0.0013,-0.1069,-5.37,4.34,3.64,0.3640,2
868723,0,0.1736,-0.5915,0.0103,7.23,-2.39,5.44,0.4014,2
868733,0,-0.0987,-0.3353,-0.1551,-0.52,-7.23,16.62,0.4167,2
868743,0,-0.0742,-0.5053,-0.0798,-5.22,-0.01,-0.01,0.4171,2
868753,0,-0.0997,-0.2773,-0.0758,-10.95,-6.02,-12.77,0.4206,2
868763,0,0.1271,-0.4381,0.0448,-3.79,-0.72,-22.55,0.4370,2
868773,0,0.1051,-0.2587,0.0759,4.31,3.72,-13.54,0.4428,2
868783,0,0.1301,0.1340,0.0182,3.17,4.04,8.76,0.3735,2
868793,0,-0.0181,0.1303,0.0550,-3.93,2.31,-8.11,0.3757,2
868803,0,-0.1273,0.0567,0.0430,-5.14,7.70,-9.93,0.3678,2
868813,0,-0.2967,0.2639,-0.1095,0.15,8.85,9.43,0.3777,2
868823,0,-0.3141,0.2474,-0.1225,-6.49,4.36,7.94,0.3495,2
868833,0,-0.0973,0.2091,-0.1711,-8.29,-2.49,5.56,0.3402,2
868843,0,0.0586,-0.3495,-0.0438,-1.11,-2.05,9.28,0.3190,2
869852,0,0.0586,-0.3495,-0.0438,-1.11,-2.05,9.28,0.3244,2
869855,0,0.1096,-0.1562,0.0521,-10.34,7.84,-19.36,0.2969,2
869864,0,0.0360,-0.4226,0.1232,3.18,11.25,-31.52,0.3151,2
869874,0,-0.0572,0.0804,-0.0544,11.79,11.50,11.45,0.3115,2
869884,0,-0.0368,0.1925,-0.0238,2.77,1.63,5.91,0.3145,2
869894,0,0.0305,0.0647,0.0685,-13.09,-0.59,4.65,0.3127,2
869904,0,-0.0131,0.0903,-0.0319,-20.66,-1.41,-1.27,0.2859,2
869914,0,-0.0188,-0.0501,0.0007,-17.19,0.06,-17.56,0.2540,2
869924,0,0.1908,-0.5243,0.0727,-0.82,7.86,-23.63,0.2965,2
869934,0,0.2851,-0.6992,0.1531,18.48,12.50,20.90,0.3668,2
869944,0,0.1414,-0.5324,0.1676,13.58,-1.61,32.45,0.3937,2
869954,0,0.0283,0.1037,0.0103,0.42,0.52,18.76,0.3902,2
869964,0,-0.0804,0.2148,-0.0383,-12.78,-3.82,-3.82,0.3716,2
869974,0,0.0673,0.0701,0.0083,-19.60,0.71,-4.53,0.3712,2
869984,0,-0.0664,-0.1561,-0.0635,-10.94,2.96,-18.68,0.3704,2
869994,0,-0.2809,0.3634,-0.2008,1.53,5.89,6.98,0.4017,2
870004,0,-0.1329,0.1245,-0.1144,-8.21,0.89,13.18,0.4062,2
870014,0,-0.0712,0.1292,-0.1253,-15.60,-7.34,0.05,0.4105,2
870024,0,0.0377,-0.0765,0.0383,-18.56,-3.03,-19.96,0.3711,2
870034,0,0.1477,-0.4674,0.0647,6.99,6.82,-9.11,0.3206,2
870044,0,0.1578,-0.0555,0.0493,27.47,11.27,34.68,0.2696,2
870054,0,0.1858,0.0305,0.1300,16.39,3.25,44.96,0.2770,2
870064,0,0.1124,0.0529,0.1291,3.06,-0.57,39.57,0.2730,2
870074,0,0.0086,0.1947,0.1254,-11.11,5.18,3.65,0.2810,2
870084,0,-0.0624,0.0497,0.0093,-13.17,2.47,-22.85,0.2763,2
870094,0,-0.1346,0.1664,-0.1322,-6.79,0.07,-24.37,0.2398,2
870104,0,-0.1594,-0.1706,-0.0492,-12.43,-0.95,-30.17,0.2421,2
870114,0,-0.0603,-0.4057,-0.0463,2.99,-0.27,0.79,0.2681,2
870123,0,-0.0603,-0.4057,-0.0463,2.99,-0.27,0.79,0.2967,2
870134,0,-0.0067,0.0935,0.0257,-6.95,1.29,0.44,0.2541,2
870144,0,0.1184,-0.1259,0.0356,-4.35,2.30,8.53,0.2542,2
870154,0,0.0401,-0.0841,-0.0362,-6.73,2.87,-6.34,0.2457,2
870164,0,-0.1275,0.1295,-0.0073,3.73,7.53,6.62,0.2459,2
870174,0,0.1566,-0.2342,0.1288,14.82,9.23,30.63,0.2544,2
870184,0,0.0107,-0.0609,0.0053,-9.98,5.20,-7.97,0.2539,2
870194,0,0.1854,-0.1236,0.0509,-4.63,3.75,-3.91,0.2517,2
870204,0,0.0747,-0.4574,-0.0477,-5.16,-1.24,-18.05,0.2817,2
870214,0,0.0744,-0.2129,-0.0828,-13.63,-4.70,-21.44,0.2609,2
870224,0,0.1948,-0.0916,-0.0253,-8.62,-3.40,-13.08,0.2361,2
870284,0,-0.0440,0.2935,0.0646,-8.10,8.34,15.42,0.3185,2
870294,0,-0.0746,-0.2421,-0.0710,-18.04,-3.05,-11.44,0.3211,2
870304,0,-0.0992,0.0556,-0.0710,-18.04,-3.05,-11.44,0.3211,2
870304,0,-0.0992,0.0556,-0.1045,-12.05,-0.79,-23.00,0.2895,2
871313,0,-0.0992,0.0556,-0.1045,-12.05,-0.79,-23.00,0.2836,2
871316,0,-0.0296,0.0681,0.0037,-12.05,7.29,20.54,0.2762,2
871325,0,0.0795,-0.0568,0.0714,-22.47,0.43,-26.98,0.2695,2
871335,0,0.0743,-0.0302,-0.0017,-16.83,-2.34,-35.20,0.1960,2
871345,0,-0.2651,0.1763,-0.0463,-4.77,-1.52,-37.74,0.2132,2
871355,0,-0.3728,0.0190,-0.0447,-7.08,2.22,-20.93,0.2310,2
871365,0,-0.2497,-0.1064,-0.0810,0.14,1.15,5.15,0.2368,2
871375,0,-0.1717,-0.1903,-0.0610,0.01,-0.15,18.37,0.2320,2
871385,0,-0.0365,-0.1139,-0.0799,-5.97,-0.11,21.13,0.2213,2
871395,0,-0.0931,-0.0556,-0.0816,-4.92,3.36,23.89,0.2200,2
871405,0,-0.1286,-0.2122,0.0150,-9.97,0.05,10.08,0.2285,2
871415,0,-0.1083,-0.1481,-0.0131,-4.21,-0.94,10.05,0.2346,2
871425,0,-0.0293,-0.1399,-0.0005,-6.40,-2.37,0.57,0.2358,2
871435,0,-0.0804,-0.3177,0.0467,-5.27,-2.14,-21.27,0.2568,2
871445,0,0.0244,0.0841,-0.0489,-17.75,-0.41,-28.82,0.2379,2
871455,0,-0.0333,-0.0200,-0.0727,-26.78,-0.10,-51.37,0.2077,2
871465,0,-0.0112,-0.1493,-0.0181,-18.09,-0.29,-50.53,0.1933,2
871475,0,-0.0015,-0.1651,-0.0123,-7.60,-4.29,-21.26,0.1821,2
871485,0,-0.0317,-0.1504,0.0061,-6.94,-4.56,-17.66,0.1830,2
